user_id,dom1_present,dom1_seq_len,dom1_target_time,dom1_last_history_time,dom2_present,dom2_seq_len,dom2_target_time,dom2_last_history_time,dom3_present,dom3_seq_len,dom3_target_time,dom3_last_history_time,dom4_present,dom4_seq_len,dom4_target_time,dom4_last_history_time,n_domains_present
17874,1,19,,,1,6,,,1,3,,,1,2,,,4
17875,1,4,,,1,3,,,1,2,,,1,9,,,4
17876,1,3,,,1,12,,,1,7,,,1,5,,,4
17877,1,77,,,1,10,,,1,11,,,1,5,,,4
17878,1,6,,,1,19,,,1,3,,,1,1,,,4
17879,1,3,,,1,6,,,1,3,,,1,2,,,4
1788,1,24,,,1,8,,,1,24,,,1,16,,,4
17880,1,2,,,1,14,,,1,1,,,1,6,,,4
17881,1,45,,,1,15,,,1,48,,,1,11,,,4
17882,1,4,,,1,1,,,1,4,,,1,6,,,4
17883,1,6,,,1,4,,,1,1,,,1,4,,,4
17884,1,15,,,1,6,,,1,2,,,1,3,,,4
17885,1,26,,,1,16,,,1,10,,,1,13,,,4
17886,1,103,,,1,6,,,1,2,,,1,3,,,4
17887,1,14,,,1,30,,,1,5,,,1,3,,,4
17888,1,12,,,1,4,,,1,7,,,1,5,,,4
17889,1,8,,,1,34,,,1,11,,,1,2,,,4
1789,1,2,,,1,6,,,1,23,,,1,5,,,4
17890,1,16,,,1,10,,,1,4,,,1,7,,,4
17891,1,6,,,1,16,,,1,14,,,1,10,,,4
17892,1,4,,,1,6,,,1,3,,,1,2,,,4
17893,1,5,,,1,5,,,1,25,,,1,15,,,4
17894,1,4,,,1,17,,,1,3,,,1,4,,,4
17895,1,2,,,1,5,,,1,2,,,1,2,,,4
17896,1,10,,,1,8,,,1,3,,,1,4,,,4
17897,1,7,,,1,10,,,1,8,,,1,7,,,4
17898,1,29,,,1,19,,,1,2,,,1,16,,,4
17899,1,10,,,1,5,,,1,2,,,1,8,,,4
179,1,3,,,1,12,,,1,7,,,1,2,,,4
1790,1,4,,,1,5,,,1,5,,,0,0,,,3
17900,1,3,,,1,4,,,1,2,,,1,5,,,4
17901,1,2,,,1,16,,,1,1,,,1,1,,,4
17902,1,11,,,1,1,,,1,4,,,1,6,,,4
17903,1,36,,,1,9,,,1,2,,,1,3,,,4
17904,1,65,,,1,29,,,1,4,,,1,3,,,4
17905,1,2,,,1,1,,,1,2,,,1,3,,,4
17906,1,2,,,1,1,,,1,1,,,1,2,,,4
17907,1,8,,,1,11,,,1,3,,,1,3,,,4
17908,1,11,,,1,2,,,1,9,,,1,8,,,4
17909,1,1,,,1,2,,,1,3,,,1,7,,,4
1791,1,2,,,1,4,,,1,13,,,1,7,,,4
17910,1,32,,,1,8,,,1,4,,,1,4,,,4
17911,1,11,,,1,2,,,1,15,,,1,3,,,4
17912,1,4,,,1,1,,,1,4,,,1,2,,,4
17913,1,4,,,1,4,,,1,6,,,1,5,,,4
17914,1,9,,,1,3,,,1,6,,,1,3,,,4
17915,1,2,,,1,12,,,1,18,,,1,4,,,4
17916,1,2,,,1,3,,,1,14,,,1,4,,,4
17917,1,3,,,1,2,,,1,15,,,1,2,,,4
17918,1,5,,,1,5,,,1,1,,,1,7,,,4
17919,1,2,,,1,3,,,1,2,,,1,3,,,4
1792,1,1,,,1,6,,,1,15,,,1,11,,,4
17920,1,1,,,1,18,,,1,5,,,1,17,,,4
17921,1,3,,,1,5,,,1,10,,,1,5,,,4
17922,1,47,,,1,45,,,1,4,,,1,2,,,4
17923,1,86,,,1,11,,,1,11,,,1,5,,,4
17924,1,15,,,1,3,,,1,2,,,1,2,,,4
17925,1,10,,,1,6,,,1,2,,,1,2,,,4
17926,1,34,,,1,2,,,1,6,,,1,1,,,4
17927,1,5,,,1,14,,,1,16,,,1,20,,,4
17928,1,4,,,1,6,,,1,4,,,1,1,,,4
17929,1,5,,,1,40,,,1,2,,,1,8,,,4
1793,1,2,,,1,4,,,1,34,,,1,18,,,4
17930,1,12,,,1,6,,,1,4,,,1,4,,,4
17931,1,4,,,1,5,,,1,8,,,1,4,,,4
17932,1,4,,,1,15,,,1,17,,,1,11,,,4
17933,1,18,,,1,2,,,1,4,,,1,1,,,4
17934,1,2,,,1,6,,,1,6,,,1,10,,,4
17935,1,25,,,1,51,,,1,5,,,1,23,,,4
17936,1,4,,,1,5,,,1,4,,,1,3,,,4
17937,1,3,,,1,6,,,1,7,,,1,5,,,4
17938,1,24,,,1,4,,,1,18,,,1,5,,,4
17939,1,2,,,1,8,,,1,5,,,1,4,,,4
1794,1,41,,,1,18,,,1,20,,,1,12,,,4
17940,1,12,,,1,16,,,1,3,,,1,6,,,4
17941,1,9,,,1,74,,,1,2,,,1,3,,,4
17942,1,7,,,1,6,,,1,5,,,1,5,,,4
17943,1,2,,,1,1,,,1,3,,,1,6,,,4
17944,1,13,,,1,1,,,1,2,,,1,4,,,4
17945,1,3,,,1,6,,,1,2,,,1,2,,,4
17946,1,69,,,1,5,,,1,8,,,1,2,,,4
17947,1,3,,,1,3,,,1,2,,,1,6,,,4
17948,1,4,,,1,4,,,1,2,,,1,1,,,4
17949,1,62,,,1,20,,,1,7,,,1,3,,,4
1795,1,7,,,1,6,,,1,3,,,1,5,,,4
17950,1,11,,,1,4,,,1,2,,,1,1,,,4
17951,1,20,,,1,45,,,1,20,,,1,12,,,4
17952,1,2,,,1,4,,,1,3,,,1,1,,,4
17953,1,5,,,1,23,,,1,20,,,1,5,,,4
17954,1,9,,,1,8,,,1,13,,,1,5,,,4
17955,1,25,,,1,3,,,1,12,,,1,3,,,4
17956,1,3,,,1,4,,,1,1,,,1,11,,,4
17957,1,19,,,1,8,,,1,3,,,1,4,,,4
17958,1,3,,,1,3,,,1,2,,,1,3,,,4
17959,1,5,,,1,30,,,1,8,,,1,13,,,4
1796,1,3,,,1,4,,,1,3,,,0,0,,,3
17960,1,4,,,1,21,,,1,2,,,1,5,,,4
17961,1,2,,,1,10,,,1,5,,,1,4,,,4
17962,1,87,,,1,15,,,1,2,,,1,8,,,4
17963,1,2,,,1,4,,,1,4,,,1,5,,,4
17964,1,8,,,1,3,,,1,2,,,1,1,,,4
17965,1,4,,,1,3,,,1,6,,,1,1,,,4
17966,1,30,,,1,7,,,1,4,,,1,4,,,4
17967,1,10,,,1,21,,,1,2,,,1,3,,,4
17968,1,4,,,1,20,,,1,23,,,1,2,,,4
17969,1,5,,,1,19,,,1,9,,,1,8,,,4
1797,1,7,,,1,10,,,1,9,,,1,6,,,4
17970,1,12,,,1,2,,,1,2,,,1,1,,,4
17971,1,13,,,1,18,,,1,4,,,1,11,,,4
17972,1,14,,,1,4,,,1,2,,,1,2,,,4
17973,1,14,,,1,13,,,1,3,,,1,7,,,4
17974,1,1,,,1,1,,,1,5,,,1,2,,,4
17975,1,4,,,1,9,,,1,4,,,1,2,,,4
17976,1,9,,,1,35,,,1,4,,,1,6,,,4
17977,1,4,,,1,13,,,1,2,,,1,15,,,4
17978,1,1,,,1,2,,,1,5,,,1,1,,,4
17979,1,16,,,1,6,,,1,9,,,1,3,,,4
1798,1,9,,,1,3,,,1,4,,,1,3,,,4
17980,1,4,,,1,3,,,1,2,,,1,3,,,4
17981,1,80,,,1,3,,,1,4,,,1,2,,,4
17982,1,8,,,1,31,,,1,30,,,1,18,,,4
17983,1,21,,,1,3,,,1,11,,,1,3,,,4
17984,1,20,,,1,5,,,1,3,,,1,8,,,4
17985,1,61,,,1,21,,,1,17,,,1,22,,,4
17986,1,3,,,1,3,,,1,2,,,1,3,,,4
17987,1,4,,,1,3,,,1,5,,,1,1,,,4
17988,1,15,,,1,50,,,1,6,,,1,50,,,4
17989,1,18,,,1,3,,,1,2,,,1,3,,,4
1799,1,10,,,1,8,,,1,4,,,1,4,,,4
17990,1,15,,,1,8,,,1,2,,,1,3,,,4
17991,1,8,,,1,3,,,1,2,,,1,3,,,4
17992,1,2,,,1,17,,,1,4,,,1,4,,,4
17993,1,12,,,1,5,,,1,18,,,1,14,,,4
17994,1,4,,,1,14,,,1,26,,,1,15,,,4
17995,1,21,,,1,23,,,1,14,,,1,29,,,4
17996,1,2,,,1,10,,,1,2,,,1,19,,,4
17997,1,22,,,1,6,,,1,2,,,1,4,,,4
17998,1,5,,,1,3,,,1,2,,,1,2,,,4
17999,1,5,,,1,9,,,1,1,,,1,2,,,4
18,1,3,,,1,4,,,1,2,,,1,5,,,4
180,1,3,,,1,10,,,1,2,,,1,3,,,4
1800,1,3,,,1,4,,,1,2,,,1,4,,,4
18000,1,13,,,1,29,,,1,8,,,1,15,,,4
18001,1,13,,,1,13,,,1,18,,,1,14,,,4
18002,1,5,,,1,12,,,1,6,,,1,9,,,4
18003,1,6,,,1,4,,,1,6,,,1,1,,,4
18004,1,2,,,1,2,,,1,1,,,1,1,,,4
18005,1,62,,,1,27,,,1,12,,,1,18,,,4
18006,1,23,,,1,11,,,1,8,,,1,5,,,4
18007,1,113,,,1,6,,,1,1,,,1,1,,,4
18008,1,2,,,1,8,,,1,16,,,1,31,,,4
18009,1,2,,,1,7,,,1,11,,,1,1,,,4
1801,1,5,,,1,7,,,1,5,,,1,8,,,4
18010,1,4,,,1,16,,,1,3,,,1,3,,,4
18011,1,5,,,1,16,,,1,2,,,1,2,,,4
18012,1,17,,,1,9,,,1,9,,,1,3,,,4
18013,1,11,,,1,5,,,1,12,,,1,4,,,4
18014,1,14,,,1,10,,,1,12,,,1,3,,,4
18015,1,5,,,1,10,,,0,0,,,1,3,,,3
18016,1,6,,,1,15,,,1,3,,,1,6,,,4
18017,1,3,,,1,4,,,1,11,,,1,4,,,4
18018,1,4,,,1,15,,,1,8,,,1,1,,,4
18019,1,25,,,1,18,,,1,8,,,1,7,,,4
1802,1,28,,,1,61,,,1,11,,,1,19,,,4
18020,1,3,,,1,14,,,1,2,,,1,7,,,4
18021,1,13,,,1,3,,,1,12,,,1,7,,,4
18022,1,3,,,1,2,,,1,2,,,1,1,,,4
18023,1,2,,,1,13,,,1,8,,,1,4,,,4
18024,1,6,,,1,2,,,1,6,,,1,1,,,4
18025,1,33,,,1,9,,,1,4,,,1,6,,,4
18026,1,2,,,1,2,,,1,1,,,1,3,,,4
18027,1,10,,,1,15,,,1,16,,,1,13,,,4
18028,1,19,,,1,35,,,1,7,,,1,18,,,4
18029,1,15,,,1,3,,,1,10,,,1,17,,,4
1803,1,3,,,1,3,,,1,9,,,1,14,,,4
18030,1,5,,,1,17,,,1,4,,,1,7,,,4
18031,1,35,,,1,7,,,1,11,,,1,18,,,4
18032,1,2,,,1,3,,,1,3,,,1,3,,,4
18033,1,29,,,1,18,,,1,11,,,1,9,,,4
18034,1,4,,,1,7,,,1,21,,,1,4,,,4
18035,1,9,,,1,4,,,1,9,,,1,2,,,4
18036,1,2,,,1,14,,,1,2,,,1,7,,,4
18037,1,5,,,1,3,,,1,17,,,1,8,,,4
18038,1,4,,,1,1,,,1,2,,,1,2,,,4
18039,1,11,,,1,16,,,1,11,,,1,3,,,4
1804,1,11,,,1,13,,,1,6,,,1,10,,,4
18040,1,22,,,1,5,,,1,26,,,1,9,,,4
18041,1,3,,,1,3,,,1,14,,,1,2,,,4
18042,1,8,,,1,3,,,1,13,,,1,1,,,4
18043,1,31,,,1,6,,,1,3,,,1,3,,,4
18044,1,5,,,1,6,,,1,3,,,1,4,,,4
18045,1,3,,,1,5,,,1,1,,,1,2,,,4
18046,1,39,,,1,27,,,1,24,,,1,11,,,4
18047,1,6,,,1,24,,,1,4,,,1,13,,,4
18048,1,1,,,1,4,,,1,4,,,1,4,,,4
18049,1,6,,,1,10,,,1,1,,,1,7,,,4
1805,1,51,,,1,5,,,1,27,,,1,19,,,4
18050,1,28,,,1,3,,,1,3,,,1,12,,,4
18051,1,12,,,1,2,,,1,14,,,1,10,,,4
18052,1,23,,,1,4,,,1,9,,,1,4,,,4
18053,1,3,,,1,10,,,1,2,,,1,10,,,4
18054,1,7,,,1,3,,,1,7,,,1,6,,,4
18055,1,4,,,1,16,,,1,13,,,1,12,,,4
18056,1,3,,,1,15,,,1,7,,,1,5,,,4
18057,1,2,,,1,6,,,1,6,,,1,6,,,4
18058,1,92,,,1,15,,,1,11,,,1,4,,,4
18059,1,2,,,1,5,,,1,6,,,1,2,,,4
1806,1,2,,,1,6,,,1,8,,,1,1,,,4
18060,1,2,,,1,9,,,1,1,,,1,3,,,4
18061,1,2,,,1,5,,,1,2,,,1,10,,,4
18062,1,13,,,1,7,,,1,4,,,1,5,,,4
18063,1,6,,,1,10,,,1,2,,,1,3,,,4
18064,1,3,,,1,5,,,1,4,,,1,4,,,4
18065,1,6,,,1,4,,,1,15,,,1,3,,,4
18066,1,6,,,1,5,,,1,11,,,1,4,,,4
18067,1,1,,,1,5,,,1,4,,,1,8,,,4
18068,1,1,,,1,25,,,1,8,,,1,2,,,4
18069,1,2,,,1,40,,,1,6,,,1,3,,,4
1807,1,3,,,1,4,,,1,2,,,0,0,,,3
18070,1,2,,,1,3,,,1,5,,,1,2,,,4
18071,1,2,,,1,17,,,1,9,,,1,7,,,4
18072,1,4,,,1,7,,,1,10,,,1,21,,,4
18073,1,5,,,1,8,,,1,25,,,1,14,,,4
18074,1,6,,,1,3,,,1,1,,,1,2,,,4
18075,1,4,,,1,21,,,1,8,,,1,7,,,4
18076,1,37,,,1,13,,,1,4,,,1,3,,,4
18077,1,12,,,1,16,,,1,2,,,1,13,,,4
18078,1,44,,,1,9,,,1,14,,,1,13,,,4
18079,1,12,,,1,12,,,1,5,,,1,8,,,4
1808,1,6,,,1,6,,,1,4,,,1,9,,,4
18080,1,26,,,1,5,,,1,5,,,1,4,,,4
18081,1,49,,,1,8,,,1,5,,,1,2,,,4
18082,1,43,,,1,13,,,1,24,,,1,2,,,4
18083,1,3,,,1,29,,,1,9,,,1,4,,,4
18084,1,7,,,1,30,,,1,8,,,1,5,,,4
18085,1,35,,,1,22,,,1,6,,,1,12,,,4
18086,1,18,,,1,11,,,1,19,,,1,9,,,4
18087,1,2,,,1,4,,,1,18,,,1,3,,,4
18088,1,2,,,1,13,,,1,2,,,1,2,,,4
18089,1,3,,,1,16,,,1,5,,,1,10,,,4
1809,1,8,,,1,1,,,1,4,,,1,3,,,4
18090,1,3,,,1,16,,,1,5,,,1,4,,,4
18091,1,8,,,1,16,,,1,18,,,1,14,,,4
18092,1,61,,,1,5,,,1,2,,,1,4,,,4
18093,1,5,,,1,4,,,1,2,,,1,2,,,4
18094,1,2,,,1,10,,,1,4,,,1,6,,,4
18095,1,7,,,1,2,,,1,3,,,1,2,,,4
18096,1,5,,,1,22,,,1,2,,,1,8,,,4
18097,1,19,,,1,2,,,1,7,,,1,1,,,4
18098,1,6,,,1,14,,,1,27,,,1,16,,,4
18099,1,64,,,1,38,,,1,5,,,1,5,,,4
181,1,24,,,1,18,,,1,18,,,1,9,,,4
1810,1,69,,,1,7,,,1,5,,,1,4,,,4
18100,1,7,,,1,2,,,1,5,,,1,3,,,4
18101,1,3,,,1,17,,,1,5,,,1,5,,,4
18102,1,8,,,1,28,,,1,3,,,1,7,,,4
18103,1,5,,,1,6,,,1,2,,,1,1,,,4
18104,1,3,,,1,8,,,1,29,,,1,5,,,4
18105,1,3,,,1,20,,,1,2,,,1,5,,,4
18106,1,4,,,1,12,,,1,9,,,1,6,,,4
18107,1,4,,,1,25,,,1,21,,,1,22,,,4
18108,1,10,,,1,2,,,1,2,,,1,5,,,4
18109,1,7,,,1,5,,,1,22,,,1,5,,,4
1811,1,5,,,1,1,,,1,2,,,1,1,,,4
18110,1,1,,,1,5,,,1,1,,,1,8,,,4
18111,1,54,,,1,13,,,1,5,,,1,11,,,4
18112,1,5,,,1,3,,,1,4,,,0,0,,,3
18113,1,6,,,1,3,,,1,3,,,0,0,,,3
18114,1,6,,,1,2,,,0,0,,,1,6,,,3
18115,1,2,,,1,6,,,1,4,,,1,2,,,4
18116,1,7,,,1,70,,,1,28,,,1,16,,,4
18117,1,11,,,1,49,,,1,1,,,1,2,,,4
18118,1,2,,,1,3,,,1,1,,,1,3,,,4
18119,1,5,,,1,3,,,1,13,,,1,1,,,4
1812,1,44,,,1,3,,,1,2,,,1,1,,,4
18120,1,3,,,1,4,,,1,16,,,1,3,,,4
18121,1,3,,,1,5,,,1,2,,,1,7,,,4
18122,1,12,,,1,18,,,1,25,,,1,2,,,4
18123,1,3,,,1,7,,,1,5,,,1,9,,,4
18124,1,3,,,1,2,,,1,6,,,1,1,,,4
18125,1,8,,,1,6,,,1,9,,,1,3,,,4
18126,1,4,,,1,4,,,1,2,,,1,5,,,4
18127,1,6,,,1,3,,,1,4,,,1,2,,,4
18128,1,14,,,1,75,,,1,15,,,1,16,,,4
18129,1,3,,,1,5,,,1,11,,,1,4,,,4
1813,1,40,,,1,8,,,1,2,,,1,4,,,4
18130,1,8,,,1,1,,,1,3,,,1,3,,,4
18131,1,7,,,1,21,,,1,17,,,1,3,,,4
18132,1,6,,,1,4,,,1,5,,,1,9,,,4
18133,1,3,,,1,3,,,1,7,,,1,3,,,4
18134,1,14,,,1,3,,,1,20,,,1,2,,,4
18135,1,22,,,1,21,,,1,22,,,1,3,,,4
18136,1,5,,,1,8,,,1,3,,,1,4,,,4
18137,1,6,,,1,2,,,1,5,,,1,5,,,4
18138,1,3,,,1,6,,,1,3,,,1,1,,,4
18139,1,3,,,1,3,,,1,5,,,1,5,,,4
1814,1,3,,,1,11,,,1,1,,,1,2,,,4
18140,1,25,,,1,14,,,1,9,,,1,6,,,4
18141,1,11,,,1,6,,,1,13,,,1,5,,,4
18142,1,2,,,1,13,,,1,2,,,1,7,,,4
18143,1,11,,,1,2,,,1,9,,,1,2,,,4
18144,1,75,,,1,15,,,1,8,,,1,7,,,4
18145,1,3,,,1,3,,,1,9,,,1,3,,,4
18146,1,12,,,1,3,,,0,0,,,1,3,,,3
18147,1,9,,,1,3,,,1,2,,,1,6,,,4
18148,1,1,,,1,10,,,1,2,,,1,16,,,4
18149,1,15,,,1,4,,,1,5,,,1,3,,,4
1815,1,3,,,1,3,,,1,3,,,1,1,,,4
18150,1,2,,,1,6,,,1,4,,,1,4,,,4
18151,1,2,,,1,3,,,1,4,,,1,2,,,4
18152,1,3,,,1,5,,,1,3,,,1,4,,,4
18153,1,31,,,1,16,,,1,3,,,1,16,,,4
18154,1,3,,,1,31,,,1,16,,,1,19,,,4
18155,1,2,,,1,10,,,1,2,,,1,1,,,4
18156,1,2,,,1,4,,,1,9,,,1,5,,,4
18157,1,3,,,1,51,,,1,13,,,1,5,,,4
18158,1,3,,,1,2,,,1,4,,,1,1,,,4
18159,1,14,,,1,3,,,1,1,,,1,3,,,4
1816,1,1,,,1,9,,,1,2,,,1,4,,,4
18160,1,2,,,1,3,,,1,5,,,1,2,,,4
18161,1,4,,,1,5,,,1,17,,,1,2,,,4
18162,1,40,,,1,4,,,1,2,,,0,0,,,3
18163,1,3,,,1,16,,,1,3,,,1,6,,,4
18164,1,4,,,1,8,,,1,4,,,1,2,,,4
18165,1,2,,,1,3,,,1,3,,,1,1,,,4
18166,1,2,,,1,8,,,1,5,,,1,1,,,4
18167,1,3,,,1,19,,,1,4,,,1,10,,,4
18168,1,3,,,1,2,,,1,3,,,1,2,,,4
18169,1,2,,,1,23,,,1,7,,,1,13,,,4
1817,1,5,,,1,2,,,1,2,,,1,1,,,4
18170,1,11,,,1,2,,,1,8,,,1,3,,,4
18171,1,3,,,1,8,,,1,13,,,1,4,,,4
18172,1,4,,,1,20,,,1,1,,,1,7,,,4
18173,1,9,,,1,8,,,1,1,,,1,8,,,4
18174,1,26,,,1,6,,,1,6,,,1,1,,,4
18175,1,10,,,1,4,,,1,3,,,1,4,,,4
18176,1,6,,,1,2,,,1,4,,,1,1,,,4
18177,1,15,,,1,25,,,1,4,,,1,8,,,4
18178,1,6,,,1,2,,,1,1,,,1,4,,,4
18179,1,12,,,1,6,,,1,4,,,1,19,,,4
1818,1,5,,,1,9,,,1,7,,,1,6,,,4
18180,1,3,,,1,2,,,1,2,,,1,5,,,4
18181,1,3,,,1,3,,,1,8,,,0,0,,,3
18182,1,7,,,1,35,,,1,3,,,1,16,,,4
18183,1,26,,,1,63,,,1,6,,,1,13,,,4
18184,1,2,,,1,2,,,1,7,,,1,3,,,4
18185,1,6,,,1,3,,,1,6,,,1,4,,,4
18186,1,2,,,1,8,,,1,2,,,1,3,,,4
18187,1,2,,,1,13,,,1,7,,,1,4,,,4
18188,1,2,,,1,14,,,1,7,,,1,8,,,4
18189,1,8,,,1,10,,,1,1,,,1,16,,,4
1819,1,4,,,1,17,,,1,12,,,1,3,,,4
18190,1,6,,,1,2,,,1,4,,,0,0,,,3
18191,1,5,,,1,1,,,1,2,,,1,1,,,4
18192,1,6,,,1,5,,,0,0,,,1,2,,,3
18193,1,9,,,1,6,,,1,2,,,1,3,,,4
18194,1,9,,,1,2,,,1,2,,,1,5,,,4
18195,1,7,,,1,58,,,1,24,,,1,32,,,4
18196,1,3,,,1,4,,,1,6,,,1,3,,,4
18197,1,3,,,1,7,,,1,6,,,1,2,,,4
18198,1,1,,,1,6,,,1,6,,,1,1,,,4
18199,1,7,,,1,9,,,1,7,,,1,9,,,4
182,1,6,,,1,9,,,1,9,,,1,2,,,4
1820,1,2,,,1,2,,,1,3,,,1,5,,,4
18200,1,35,,,1,20,,,1,13,,,1,6,,,4
18201,1,2,,,1,15,,,1,2,,,1,8,,,4
18202,1,5,,,1,5,,,1,13,,,1,7,,,4
18203,1,17,,,1,43,,,1,24,,,1,36,,,4
18204,1,3,,,1,12,,,1,68,,,1,38,,,4
18205,1,6,,,1,9,,,1,2,,,1,5,,,4
18206,1,3,,,1,14,,,1,5,,,1,3,,,4
18207,1,17,,,1,6,,,1,11,,,1,2,,,4
18208,1,2,,,1,19,,,1,5,,,1,6,,,4
18209,1,4,,,1,8,,,1,3,,,1,5,,,4
1821,1,7,,,1,4,,,1,3,,,1,3,,,4
18210,1,5,,,1,21,,,1,2,,,1,7,,,4
18211,1,11,,,1,4,,,1,7,,,1,7,,,4
18212,1,69,,,1,33,,,1,10,,,1,3,,,4
18213,1,4,,,1,6,,,1,20,,,1,10,,,4
18214,1,13,,,1,38,,,1,38,,,1,8,,,4
18215,1,5,,,1,8,,,1,2,,,1,4,,,4
18216,1,6,,,1,2,,,1,4,,,1,4,,,4
18217,1,9,,,1,8,,,1,44,,,1,60,,,4
18218,1,3,,,1,2,,,1,6,,,1,8,,,4
18219,1,2,,,1,2,,,1,2,,,1,3,,,4
1822,1,4,,,1,10,,,1,1,,,1,1,,,4
18220,1,8,,,1,4,,,1,10,,,1,3,,,4
18221,1,5,,,1,8,,,1,2,,,1,1,,,4
18222,1,3,,,1,3,,,1,10,,,1,2,,,4
18223,1,6,,,1,5,,,1,7,,,1,6,,,4
18224,1,12,,,1,7,,,1,12,,,1,1,,,4
18225,1,2,,,1,16,,,1,3,,,1,5,,,4
18226,1,4,,,1,9,,,1,3,,,1,3,,,4
18227,1,2,,,1,2,,,1,8,,,1,8,,,4
18228,1,3,,,1,71,,,1,20,,,1,24,,,4
18229,1,8,,,1,2,,,1,8,,,1,2,,,4
1823,1,22,,,1,11,,,1,7,,,1,2,,,4
18230,1,18,,,1,7,,,1,1,,,1,4,,,4
18231,1,11,,,1,17,,,1,8,,,1,10,,,4
18232,1,3,,,1,2,,,1,2,,,1,3,,,4
18233,1,4,,,1,8,,,1,2,,,1,3,,,4
18234,1,25,,,1,5,,,1,2,,,1,5,,,4
18235,1,2,,,1,2,,,1,3,,,1,17,,,4
18236,1,11,,,1,3,,,1,4,,,1,8,,,4
18237,1,3,,,1,26,,,1,3,,,1,14,,,4
18238,1,6,,,1,4,,,1,5,,,1,5,,,4
18239,1,2,,,1,2,,,1,2,,,1,2,,,4
1824,1,2,,,1,2,,,1,1,,,1,3,,,4
18240,1,1,,,1,11,,,1,3,,,1,2,,,4
18241,1,2,,,1,8,,,1,2,,,1,6,,,4
18242,1,3,,,1,11,,,1,2,,,1,5,,,4
18243,1,3,,,1,2,,,1,6,,,1,2,,,4
18244,1,7,,,1,71,,,1,32,,,1,9,,,4
18245,1,15,,,1,8,,,1,13,,,1,18,,,4
18246,1,36,,,1,6,,,1,4,,,1,3,,,4
18247,1,6,,,1,25,,,1,13,,,1,12,,,4
18248,1,2,,,1,2,,,1,4,,,1,3,,,4
18249,1,3,,,1,30,,,1,18,,,1,21,,,4
1825,1,2,,,1,6,,,1,4,,,1,2,,,4
18250,1,1,,,1,3,,,1,2,,,1,3,,,4
18251,1,8,,,1,8,,,1,2,,,1,1,,,4
18252,1,9,,,1,8,,,1,1,,,1,8,,,4
18253,1,9,,,1,14,,,1,13,,,1,10,,,4
18254,1,33,,,1,8,,,1,21,,,1,12,,,4
18255,1,2,,,1,13,,,1,2,,,1,3,,,4
18256,1,17,,,1,18,,,1,5,,,1,4,,,4
18257,1,4,,,1,8,,,1,7,,,1,3,,,4
18258,1,12,,,1,13,,,1,4,,,1,6,,,4
18259,1,34,,,1,20,,,1,4,,,1,8,,,4
1826,1,2,,,1,13,,,1,2,,,1,6,,,4
18260,1,30,,,1,17,,,1,15,,,1,16,,,4
18261,1,5,,,1,7,,,1,6,,,1,2,,,4
18262,1,4,,,1,2,,,1,5,,,1,2,,,4
18263,1,3,,,1,8,,,1,6,,,1,8,,,4
18264,1,6,,,1,2,,,1,1,,,1,1,,,4
18265,1,2,,,1,11,,,0,0,,,1,12,,,3
18266,1,3,,,1,16,,,1,14,,,1,11,,,4
18267,1,21,,,1,9,,,1,12,,,1,2,,,4
18268,1,61,,,1,11,,,1,9,,,1,2,,,4
18269,1,15,,,1,6,,,1,3,,,1,2,,,4
1827,1,8,,,1,5,,,1,5,,,1,2,,,4
18270,1,6,,,1,17,,,1,2,,,1,2,,,4
18271,1,26,,,1,15,,,1,2,,,1,3,,,4
18272,1,13,,,1,6,,,1,3,,,1,2,,,4
18273,1,4,,,1,3,,,1,5,,,1,2,,,4
18274,1,7,,,1,3,,,1,6,,,1,4,,,4
18275,1,5,,,1,1,,,1,5,,,1,20,,,4
18276,1,2,,,1,12,,,1,11,,,1,12,,,4
18277,1,23,,,1,24,,,1,5,,,1,4,,,4
18278,1,6,,,1,3,,,1,3,,,1,9,,,4
18279,1,4,,,1,31,,,1,12,,,1,6,,,4
1828,1,8,,,1,2,,,1,9,,,1,3,,,4
18280,1,4,,,1,27,,,1,1,,,1,2,,,4
18281,1,13,,,1,5,,,1,3,,,1,2,,,4
18282,1,64,,,1,21,,,1,20,,,1,11,,,4
18283,1,7,,,1,21,,,1,8,,,1,7,,,4
18284,1,13,,,1,8,,,1,2,,,1,2,,,4
18285,1,2,,,1,4,,,1,9,,,1,8,,,4
18286,1,8,,,1,3,,,1,6,,,1,3,,,4
18287,1,20,,,1,12,,,1,3,,,1,3,,,4
18288,1,12,,,1,9,,,1,3,,,1,3,,,4
18289,1,19,,,1,5,,,1,3,,,1,1,,,4
1829,1,14,,,1,3,,,1,3,,,1,4,,,4
18290,1,7,,,1,55,,,1,7,,,1,8,,,4
18291,1,3,,,1,10,,,1,23,,,1,28,,,4
18292,1,6,,,1,8,,,1,2,,,1,4,,,4
18293,1,1,,,1,7,,,1,7,,,1,5,,,4
18294,1,2,,,1,8,,,1,25,,,1,7,,,4
18295,1,7,,,1,9,,,1,4,,,1,3,,,4
18296,1,16,,,1,7,,,1,2,,,1,2,,,4
18297,1,3,,,1,7,,,1,4,,,1,9,,,4
18298,1,2,,,1,7,,,1,5,,,1,5,,,4
18299,1,22,,,1,2,,,1,2,,,1,3,,,4
183,1,10,,,1,13,,,1,9,,,1,3,,,4
1830,1,3,,,1,4,,,1,1,,,1,2,,,4
18300,1,5,,,1,8,,,1,5,,,1,6,,,4
18301,1,6,,,1,2,,,1,3,,,1,2,,,4
18302,1,5,,,1,11,,,1,10,,,1,9,,,4
